label,sentence
0,存在感の無い私
2,【週末映画まとめ読み】最新映像で明らかになる、“ダークナイト”驚異の全貌
0,【合コン科学研究所〜目ヂカラ編〜 】 実践！ 合コン必勝の“目ヂカラキープ”術
2,全世界を席巻、最強“アベンジャーズ”現象が全米からヨーロッパへと拡大
2,【プレゼント】伝説の推理作家 VS 小説模倣犯、命を賭けた5日間の頭脳ゲーム　映画『推理作家ポー 最期の5日間』試写会にご招待
1,間違えてコメントしちゃった！をないことにするFacebookワザ【知っ得！虎の巻】
0,アラサー独女が見た“バブルを引きずるアラフィフ女”
0,メル友男女のドライブデートは「あり」か「なし」か？
1,PSPソックリのAndroid端末が登場！レッドスター、携帯ゲーム機「JXD 5000」を販売へ
2,【週末映画まとめ読み】“ダークナイト”キャットウーマンの強烈バストにノックアウト！
2,【DVDエンター！】速い男に群がるセクシー美女「ワイルド・スピード」の“MEGA MAX”な最新作
0,みんな知ってる！ の「みんな」って誰？
0,【独女的コミックレビュー】vol.7 新婚の夫は12歳！　年下ダーリンに惚れる『乙嫁語り』
0,【オトナ女子映画部】あの時こうしていれば…“優柔不断女子”に贈る映画『ハーフ・デイズ』
2,恐怖の生“貞子”の登場に、シドの新曲お披露目会場は騒然
1,購入してよかったの最高はEOS DIGITAL　ブランド総合研究所「デジタル家電イメージ調査2012」
2,栗山千明「チョコあげるのをドキドキしてました」
1,アナタなら10個のCPU何に使う？　SandyBridge-EとX79マザーの使い道を大募集中
1,あなたのiPhoneサクサク動く？　もしダメなら「サクサク for iPhone 改」【iPhoneでチャンスを掴め】
0,自転車女子、はじめました vol.12『「輪行」のその先に・・・・・・』　Presented by ゆるっとcafe
0,【独女的コミックレビュー】vol.4『遠野物語』
0,【オトナ女子のリアルな悩み】メールや食事の誘いはすべて私から…彼は私に興味がないのでしょうか。
0,【オトナ女子のリアルな悩み】告白して断られた相手を諦めきれずにいます
1,Dockコネクターに直挿し！iPhoneやiPadにケーブルいらずのバッテリー【イケショップのレア物】
1,高画質と小型・軽量化を両立！キヤノンのミラーレス一眼「EOS M」を見てきました
1,ドデカクーラー登場！　ZALMANより6本ヒートパイプの巨大CPUクーラー
2,【終了しました】映画『空飛ぶペンギン』一般試写会に5組10名様をご招待
2,なぜ忌野清志郎が、多くのファンやアーティストに愛されるのか
2,「はやぶさ」のグルメ登場！　うな重にカレーにケーキまで
1,電子書籍では何が重要なのか？ 本格化する日本の電子書籍【デジ通】
0,古き良き日本文化を伝承する「お正月ニッポンプロジェクト」に注目
2,【週末映画まとめ読み】栗山千明「今の平和な世界が大好きなんです」
0,女性も驚愕!? スキンケアしていない人は70%と男性の意識の低さが判明
1,ThinkPad X1風アイソレーションタイプへ！ ThinkPad新シリーズのキーボード一大変更
0,【オトナ女子のリアルな悩み】好きな人がふたり…。一人にしぼるための方法とは
2,【週末映画まとめ読み】北川景子、芦田愛菜が声優担当の作品は3位。どうなる篠田麻里子
0,夏の汗はニオイより汗ジミに注意！
1,語れば語るほど、メッキが剥がれていく！孫社長「あきらめていないか？」
1,レノボWindows 8タブレットを公開 詳細は不明ながらThinkPad同様に企業向け【デジ通】
1,ユニークなアイデアが満載！目からウロコの商品しか売らないショップ【イケショップのレア物】
2,劇団ひとりが“マル・モリ・ダンス”子役の人気に便乗
2,武藤敬司が暴露「闘魂三銃士は仲が悪かった」
2,“崖っぷちの男”の本当の目的
2,インタビュー：マシュー・グレイ・ギュブラー、シェマー・ムーア「お互いに、今が一番いい状態」
1,USB機器を家族で使える！無線LAN対応USBデバイスサーバー「WN-DS/US」のレビューアーを募集
2,水樹奈々、映画主題歌の初披露にファン1500人が大興奮
2,インタビュー：リン・コリンズ「現代にはヒーローが求められている」
1,3万円台のコンパクトベアボーン　ZOTACのベアボーンに新モデルが登場
0,自分の「リスト」作りは一人セラピー？
0,くさったよめがあらわれた！vol.10「むせかえる暑さにご立腹な女子のみなさまへ」presented by ゆるっとcafe
0,独女通信が見た「独女たちの5年の軌跡」Vol.5 〜婚活とは、人生最大の営業活動なのか？ 〜
0,くさったよめがあらわれた！vol.02「ムカつく上司がこんなにも好きになる!?」 presented by ゆるっとcafe
0,給湯室で抹茶を楽しむ『給湯流茶道』とは？
0,毛抜きから充電器、縁起物まで！　独女の持ち物大調査
0,手相占い体験談！ 結婚線ができた！ 女難の相が当たった？
1,ソーシャルゲームは他と何が違う？高収益を上げるゲーム会社とは【デジ通】
2,【元気東北・宮城編】仙台から東北そして日本全国へ、ヒーローと凡人との強い絆
2,「役者になるために生まれて来た」「普段は三枚目」沢尻エリカの素顔
1,DropboxはLAN DISKで管理する時代へ！複数Dropboxアカウントをまとめて利用する方法
2,【編集部的映画批評】本格的なパフォーマンスを約束！　新たな聖歌隊が感動を呼ぶ
1,手ごろな価格のクーラー登場　ノートPCの熱対策はOK？第二弾
0,ぶっちゃけ結婚後はどうなっている？独女による「婚約指輪の謎」
2,ウルトラマンとDAIGO、北の大地でファンタスティック
0,女たちの梅雨対策
1,アイコンを変更してフォルダーを目立たせる【知っ得・虎の巻】
2,【2012年先取り映画vol.4】天才ドライバーの不器用すぎる恋
1,もちろん見てきました！デルがはなつUltrabookの本命！写真で見てもカッコイイ「XPS 13」
1,重量を当ててUltrabookをゲット！ NEC LaVie Zの重さ当てクイズ【デジ通】
2,人類を地獄へと突き落とす、全長500メートルの魔神の姿が明らかに
0,【オトナ女子映画部】幸せの“フリ”が自分を破滅に追い込む？『彼女を見ればわかること』
1,文字が超きれいなRetina Mac！文字にこだわるならこれしかないでしょ【デジ通】
0,不運が重なるのはなぜ？　独女の嘆き
2,バットモービルを自分好みにカスタマイズ！男心をくすぐる『ダークナイト ライジング』“タンブラー・デザイナー”が登場
0,夢を見ると綺麗になれる——、女子力アップに“宝くじ”のワケ
2,一夜限り！広末涼子ら出演の懐かしいドコモCMがオンエア
2,吉高由里子「顔はCGかも知れない」発言に、女性ファンたち大爆笑
0,増え続ける最大級規模のアウトレットモール、独女が楽しむコツは？
2,“和製キャプテン・アメリカ”の誕生を追う
2,2人の“エリカ様”が女優復帰会見でEXILEダンス披露
0,遠慮は得か！？「情けは人のためならず」？
0,【オトナ女子コミック部】四姉妹と鎌倉と季節の情緒と。ひたひたと心に染みる群像劇『海街diary』
2,【GOGW映画 恋人編】 ゾンビによるゾンビのための純愛映画 『ゾンビ・ヘッズ　死にぞこないの青い春』
0,私、職場での呼び名に悩んでいます
2,【2011下半期アワードvol.1】ツッコミを入れずにいられない、Perfume大抜擢の映画
2,“アポロ計画陰謀論”を裏付ける、恐怖の流出映像
2,インタビュー：林遣都＆桐谷美玲「とにかく、みんなを愛しています」
0,料理やファッションをついネットで晒してしまう心理とは？
2,史上最強の名コンビ・ホームズ＆ワトソンが帰ってくる、続編の日本公開が決定
2,どちらが勝つのか？ “ロックバンド”と“紙芝居”の異種創作バトル
2,『バイオハザード』を超えた、『三銃士』がドイツで初登場1位を獲得
2,ホラー映画が高校生割引をする理由、“放課後の肝試し”のすすめ
1,じゃあ、その分の電気使わないでね！孫社長「大飯原発、運転継続理解できない」
1,「こんな時、英語で何ていう？」日常生活とビジネスで使えるアプリ！【iPhoneでチャンスを掴め】
1,常識を塗り替える軽いUltrabook！新製品ラッシュの1日を振り返る【ITフラッシュバック】
1,おはこんこん、ふぉっくす紺子です！アキバで流れる動画が決まりました【紺子にゅうす】
2,有言実行の男、ジュード・ロウが自信作を引っ提げ来日決定
2,インタビュ—：ウィリー・ガーソン（モジー役）
0,独女的映画レビュー vol.7　『ビフォア・サンライズ』
0,【オトナ女子のリアルな悩み】元彼が忘れられません。彼以上の幸せの形はありますか？
0,今年のクリスマス、リムジンのお出迎えでセレブな1日はいかが？
0,どうやっても貯められない30代女子の貯金改革!! Vol.8「男子の金銭感覚はココを見る！」Presented by ゆるっとcafe
0,あなたは大丈夫？ファッションの聖地で“イモ女”を大捜査
2,鳥越俊太郎、妊娠発表した矢沢心に「子どもは希望」
1,人気のスマホに強い味方！ドコモ GALAXY S II SC-02C 大型大容量バッテリー【モバステ通信】
2,【いちおう妖ヶ劇場】最終話：A級映画に永久になれないのかの巻
0,ツイッター上で嫌われるのは、こんな“つぶやき”をする女
1,タグ付けから友達管理まで　Facebook活用のスゴ技・裏技テクニック集【知っ得！虎の巻】
2,『ベルセルク』第2部は、前作を超える“エロス”と“バイオレンス”に注目
0,自転車女子、はじめました vol.16 「MTBで木陰の冒険」 Presented by ゆるっとcafe
2,『スター・ウォーズ』の前売券に長蛇の列、『アバター』の3倍の売上で売り切れも
1,海外でも快適インターネット！KDDI、「au Wi-Fi SPOT」のサービスを拡充
0,【独女的コミックレビュー】vol.3『にこたま』
2,庶民がセレブモデルのハートを盗むための3カ条
0,【オトナ女子コミック部】誰かと一緒の毎日はこんなにも楽しい『泣き虫チエ子さん』
1,ゲームセンターの楽しさを手のひらに！Air Hockey : Extreme Fun【iPhoneでチャンスを掴め】
2,『ヒミズ』原作古谷実の描き下ろしイラストを解禁
0,日本の大切な文化“お正月”について学び、情報発信をする「お正月キュレーター候補生」を大募集！
1,いきなり列番号が変わっても慌てない！　元に戻せるExcel設定【知っ得！虎の巻】
2,最強映画『アベンジャーズ』、歴代最速で『アバター』『ハリポタ』越え
0,原著作者のクレジットを表示し、ニュース記事の改変をしないことを条件に、記事全文を
2,仮面ライダーヒロイン・高田里穂のコスプレ願望＜2011年インタビューまとめ vol.6＞
1,アメリカのアプリランキングで人気！直感的な操作でハマル「Fancy Pants」【iPhoneでチャンスを掴め】
1,泣くとかじゃなくこれはヤバイ！鉄拳のマンガにネット住民号泣
0,結婚は“相手”より“タイミング”の問題？「ラブ・ダイアリーズ」
0,あなたのモテ期はいつやってきた？
0,独女に問いたい。なぜあなたは痩せたいの？
0,どうやっても貯められない30代女子の貯金改革!! Vol.2「己を知る者が支出を制す!?」Presented by ゆるっとcafe
2,ジャガーとトラが対決！ 「奇跡体験！アンビリバボー」も驚く、あり得ない体験
1,作りたいのは碁盤目のような表ばかりじゃない！　Wordの表を自由自在に編集【知っ得！虎の巻】
1,Windows 8 Proが1200円！ 「Windows 8 優待購入プログラム」【デジ通】
1,スマホに関する疑問に答えます！ PC使い故のスマホへの疑問を解決【デジ通】
1,2200mAhでわずか65g！GALAXYを最強にするバッテリー内蔵ケース【イケショップのレア物】
0,【オトナ女子のリアルな悩み】一年以上も会えていない彼と結婚できますか？
1,危険なのはWindowsだけではない！無料のセキュリティソフトを活用する - Mac必須アプリ (最終回)【デジ通】
0,アラサー独女が見た“バブルを引きずるアラフィフ女”
0,酔わないビールはビールでは無し！ ノンアルコールビールを飲む独女は少数派？
1,ありそうでなかった便利グッズ！iPad2用バッテリー内蔵ケース
0,独女的映画レビュー vol.12　『ブリジット・ジョーンズの日記 きれそうなわたしの１２ヶ月』
2,“ゴールデン・グローブ主演女優”メリル・ストリープの来日が決定
0,【オトナ女子映画部】20代“モテる女”vs.アラフォー“選ばれる女”『ウソツキは結婚の始まり』
1,1日3名が11日連続で何と33名！　「SAMSUNG SSD 830シリーズ」のレビューアーを大募集
1,新しいiPadでわかったLTE 新サービス開始当初の混乱期【デジ通】
1,頭を使うアプリをお探しのアナタに！陣取り合戦風で囲碁にも似たブロックゲーム「Blokus」【iPhoneでチャンスを掴め】
2,『荒川アンダー ザ ブリッジ』の“荒川ワールド”満載な予告＆ポスターが公開
1,こんこん、ふぉっくす紺子だよ！暑中見舞いカードを無料配布してます【紺子にゅうす】
1,もう糞アプリとは呼ばせない！これはもはや芸術だ【iPhoneでチャンスを掴め】
0,あなたが同性から嫌われる理由
0,巷で話題の「アロハ診断」。あなたが輝くブランドは！？
2,ダース・ベイダーにより守り神ビリケンさんがダークサイドに堕ちる
2,“のぼう様”が仕掛けるとんでもない奇襲とは？　コミカルな予告映像が公開
1,スマホでシャッター＋デジタル一眼レフ画質のAPS HDセンサー搭載ミラーレスデジ一眼「NEX-5R」を発表
2,スパイからロック・スターへ転身？　トムがミュージカル映画に初挑戦した予告映像が公開
0,【オトナ女子映画部】“隙だらけ”のウザい女に学ぶ男心のつかみ方『乱暴と待機』
0,「突撃！隣の晩ごはん」のヨネスケが、今度はヘアコスメメーカーの「OLランチ」を突撃レポート！
2,桐谷美玲が“美食”をテーマに新CM出演、CM曲はmoumoon
2,全米で1370万DLを記録、『アベンジャーズ』日本版予告編が遂に解禁
0,言いにくい「芸能人の○○みたいにして」の一言
1,おはこんこん、ふぉっくす紺子です！オリジナルグッズがアキバ進出だよ【紺子にゅうす】
1,Windows8登場でどう変わる？ 2012年パソコン秋冬モデルの動向を考える【デジ通】
2,世界興収1位『アバター』が生んだ“崖っぷちの男”と“最強のヒロイン”
2,『エクスペンダブルズ2』、前代未聞の“予告の予告”が公開
0,【オトナ女子映画部】“選ばれる女”はココが違う！『ベスト・フレンズ・ウェディング』
2,1枚のイラストから始まった一大プロジェクト「ブラック★ロックシューター」限定プレミアfigmaが解禁
1,GALAXY SIIIが圧倒的人気！　MMD研究所「2012年夏発売の携帯電話スマートフォン新端末購入意欲調査」
1,パソコンとテレビが合体した製品！NECの技術を盛り込んだ、レノボの新PCが凄い
0,あの頃、携帯電話があったなら……
2,沢尻エリカが5ヵ月ぶりに公の場「りりこの全部が自分とシンクロしていた」
1,これでぐっすり！早く眠れる睡眠導入アプリ 【iPhoneでチャンスを掴め】
2,“人類の起源”は、決して開けてはならないパンドラの箱なのか
1,まだまだ残暑厳しい今夏　ノートPCの熱対策はOK？
2,【DVDエンター！】名作「ロッキー」のロボット版、ボクシングの“興奮”と“感動”を誘う人間ドラマ
0,独女たちの暑さとストレスを癒す「ちょっといい話」
2,ミッキーがお出迎え「ディズニードリームシアター　110の仲間たち」開催中
0,「3秒」で恋愛対象外？ 残念なイケメン君が増殖中！？
2,ゲームパッケージを持って劇場へ！　映画『ドラゴンエイジ』連動キャンペーンを実施
0,話題沸騰の「アロハ診断」。早くも第5弾！
1,わずか7分で散会！ 改正著作権法案が参院文教科学委員会を通過し本会議へ！
1,ドコモのスマホに強い味方！ドコモ MEDIAS PP N-01D用大容量バッテリー【モバステ通信】
0,既女に聞いた「キラキラネーム」をつけたがる心理
1,とりあえずペンディング！　続・無許可ダウンロードの罰則化が引き起こす問題
2,“人類の起源”の謎の答えが隠されているのか、『プロメテウス』スポット映像が公開
0,【オトナ女子コミック部】元AV女優がぶっちゃけるエロカワ漫画『アラサーちゃん』
0,理想が高いから結婚できないんじゃない？
2,【速報】第69回ゴールデン・グローブ賞、『アーティスト』が最多3冠
1,ブラウザカスタマイズのポイント解説　Firefox＆Chrome使いこなし術まとめ【知っ得！虎の巻】
0,夏に恋人が出来ないと、秋冬も期待できない理由
0,独女的映画レビュー vol.9　『抱きたいカンケイ』
1,ターガス製のUSB3.0ポートリプリケータ登場！　レビューアーになれば無償でゲット
0,食と生活を見直して、旬の女になろう！
0,資格って本当に転職に有利ですか？
0,【Krush】8・12梶原龍児＆寺戸伸近の王者コンビがメインに登場！全カードの試合順
0,オレオレ男子に妥協できない独女の微妙な境界線
2,“和製レディー・ガガ”きゃりーぱみゅぱみゅ「ジワジワと世界征服したい」
2,日本最果ての地で誕生した映画が『しんぼる』『となりのトトロ』に続くプレミア上映決定
1,色んなアイデアが爆発！　にゃんこ型イヤホンジャックカバーの次は何だ？
1,考えると寝られなくなる！「念力」「滲透」「輪郭」、ドキっとする摩訶不思議な写真展【新-写真空間】
2,【いちおう妖ヶ劇場】第14話：トマトがきらーいな人にはキラーな映画なのじゃの巻
0,【オトナ女子のリアルな悩み】交際5年。彼が結婚に踏み切ってくれません
2,美山加恋と優香が福島に！ 絆をつなぐ大切さを映画を通して伝える
0,ゆとり世代のどこが悪いの!?
0,「また」を連発する社交辞令女子が増加中！
0,流行は回帰する……ブログが再び面白い理由
1,iPhone撮影の手ブレを防ぐ！ iPhone用のシャッター延長アクセサリー【イケショップのレア物】
0,モンスターに出会ってしまったら？
0,【独女通信編集部】2011年記事まとめ　vol.1
1,SSDでMacの起動は爆速化！ しかし限界も… 続・Intel 520 SSDを旧Macに装着 （下）【デジ通】
2,【週末映画まとめ読み】海外賞レースの行方は？ 日本は仮面ライダーが怪物くんを抑える
1,東芝より3TバイトHDD登場！ 主要メーカーの3.5インチHDDで3Tバイトモデルが出そろう
1,カーシェア・レンタル利用派に最適！シガーソケットホルダー for スマートフォン【イケショップのレア物】
0,となりの会社のおやつ事情
1,写真魂のバトンリレー！GRデジタルをバトンに若き写真家たちの駅伝写真展がスタート
2,男にダマされCIA入りした“美人すぎる”女スパイ
2,映画監督、スポーツ選手ら各界の著名人が『ダークナイト ライジング』を大絶賛
0,コトが終わったあとのピロートークは必要か
0,悲しいかな、おばさんファッションへと移行していく理由
1,入手困難なDVDドライブが絶対当たる！ ZENBOOKを買うと絶対もらえるキャンペーン開始
2,「好きよ、抱いて！」、映画『モテキ』着信ボイスを無料配信
2,『007』シリーズ、記念すべき生誕50周年の作品は「スカイフォール」
2,『ベルセルク』2作目、最愛の友との決闘と別れを描く
0,「独女×僕等がいた」恋愛術：友情＞愛情　“良い子な女”で棚ぼた幸せをゲット
1,おはこんこん、アキバ大好き！祭りだよ【紺子にゅうす】
1,診断ツールでパソコンを高速化！アプリで劇的に高速化するPC裏技【知っ得！虎の巻】
0,既婚の女友達にムカッ！とすること
2,ベルセルクのパート2を振り返り、岩永洋昭「10000キロカロリーくらい消費した」
1,Windows＆LinuxのデュアルOS！ Thinkpad X1 Hybrid　3/9より発売開始！
0,独女の疑問……結婚後のマイホーム購入は当たり前？
1,自宅が無料ビデオレンタル店になる！8ch全録＆おまかせ録画が実現するテレビ天国
1,いよいよ夏本番！ 梅雨明け後の夏らしい青空写真
1,PS Vita 3G版ユーザーで何割のユーザーが3G通信を解約したか考えてみる【デジ通】
2,貞子、韓国に「アニョハセヨ！」電車にも乗って呪いの交流
2,大小逆転の生物に仰天！ 『センター・オブ・ジ・アース2　神秘の島』の予告映像公開
2,2011年“親子の絆”を感じた映画
2,怪物ウサギが手招きする“恐怖の遊園地”へようこそ
1,緊急速報！ちょっとしたアクシデントも発生！最強の電子ブックリーダー「kobo Touch」開封レポ
2,柴咲コウ、話題の新プロジェクトがデビュー前夜にシークレットライブ開催
2,【終了しました】ハリウッドも注目する“笑って泣ける”話題作『最強のふたり』ジャパンプレミアにご招待
0,男の人の結婚指輪ってチェックする？
1,オリジナルのままじゃつまらない！　ひと手間加えてTumblrのデザインを変更する【知っ得！虎の巻】
2,グラドル紗綾がセクシーな甲冑に身を包む！　『スパルタカス』のキャンペーンガールに決定
1,新しいウィンドウを素早く開いて次の作業を開始【知っ得！虎の巻】
1,MSIより低価格マザー登場！　Ivy Bridge対応のIntel 7シリーズ激安マザー
1,これは商品化して欲しい！　テニプリベースのイヤホンジャックカバー
1,ゲームサウンドが聴き放題！ 24時間無料でゲームサウンドが聴けるSQUARE-ENIX AUDIO
2,【終了しました】ジュリア・ロバーツが悪役に初挑戦！『白雪姫と鏡の女王』特別試写会にご招待
2,【いちおう妖ヶ劇場】第4話：謹賀新年、サイコロの目でサイが飛び出すの巻
0,イライラさせる、男性の仕草＆発言とは？
0,「本気」で結婚したいですか？
0,梅村ゆずの結婚どころじゃないんですっ！vol.4「独身女の厄年」　Presented by ゆるっとcafe
2,ジャッキーに六本木が沸く！グリーンカーペットの様子を生ツィート中
0,意外と知らない我が家のルーツ！ 新年会でご先祖様トークはいかが？
0,独女的映画レビュー vol.2 『そんな彼なら捨てちゃえば？』
1,写真の中に「人」がいる！美し過ぎる愛娘を通して人を撮る写真家に極意を見た【NEXT GENERATIOIN】
1,本日のGoogleロゴはやり投　Googleロゴがスポーツ関連画像に変化第七弾
2,【週末映画まとめ読み】武井咲「あまり台本を読まなくていいのかな？」
1,iPhone ・iPadがハイビジョンテレビに！次世代ルーターとテレキングの裏技
0,どうやっても貯められない30代女子の貯金改革!! Vol.5「何事もバランスが大切！ 」Presented by ゆるっとcafe
0,最悪逮捕も!? 不正アクセス禁止法を学ぶ
2,間寛平＆慎太郎親子が観客と大合唱「忌野清志郎はロックのキング」
0,許される下ネタのボーダーラインとは
0,いま話題のフレンチトースト！ きな粉＆黒蜜味に、明太マヨ味…。
2,セックス描写が激しすぎて公開できなかった映画、ヘアーをぼかすことで許可おりる
1,書式を再利用　手間を省いて見栄えを整えるWordワザ【知っ得！虎の巻】
1,あなただけのオリジナルダンス作成！ Twitter/Facebook連動コンテンツ「重低音BROTHERS meets EXTRA BASS 」
1,全国21店舗で配信開始！　ドスパラが9月より店内放送型情報番組を開始
1,どこでもファイルを活用　GoogleドライブとローカルPCを自動で同期する【知っ得！虎の巻】
1,"Windows 8優待購入プログラム解禁！　ドスパラなら1,200円でWindows 8にアップグレード"
0,日本←→韓国ドラマのリメイク作品、どう思う？
0,「結婚を焦ってる人」と言われたら
0,【オトナ女子映画部】人は何度でも生まれ変われる「ニューイヤーズ・イブ」
1,タスクマネージャーよさらば！　プロセスが手に取るようにわかる「Process Explorer」【PC快適術】
0,オフィス節約術の新しい味方！
2,人気漫画「クローバー」の連続ドラマ化が決定
2,『バイオハザード ダムネーション』特報予告が遂に解禁！リアルな質感と超ハイクオリティな映像に驚愕せよ
1,スマホ＆ケータイ、デジカメ＆携帯ゲーム機で！色んなSDカードを一挙解説！
1,高解像度の写真で見る！キヤノンのミラーレス一眼「EOS M」はココが凄い
2,広末涼子の鬼気迫る“婚活演技”が圧巻！　『鍵泥棒のメソッド』予告編が公開
1,忘れそうになってた！孫社長の格言的な言葉が話題
2,“チャラ男”藤森が悩殺ビキニ美女たちと“ハワウィ〜ガールズ”結成
1,現場の一瞬を切り取り番組の裏側を伝える！日本テレビ「ZERO写真展」を開催
1,アナログとデジタル、リアリティと幻想が混在する不思議！文本貴士氏の写真展「追憶」を開催へ【NEXT GENERATION】
0,【オトナ女子映画部】“情熱”vs.“安らぎ”パートナーに求めるのはどっち？『トゥー・ラバーズ』
1,北川景子さんが美しさの秘密を語る！NEX-F3 スペシャルコンテンツ「with α」がオープン
1,iPhoneにぴったりフィットのケース登場！シリコン素材で帯電防止機能も持つiPhone 4S/4用ケース
0,もうプロポーズを待たない女たち
1,ハイスペックのグラフィックスを搭載！マウスコンピューター、コスパに優れた高性能ゲームPCを発売
0,今さらながら、運命の出会いについて考えてみる
2,大島優子「どういう気持だったか、察して頂けるとありがたい」
1,デジ一眼に匹敵する最強コンデジ！有効4600万画素の「SIGMA DP2 Merrill」が凄い理由
1,最新の標的型攻撃メールに注意せよ 【役立つセキュリティ】
2,【週末映画まとめ読み】2012年公開映画を先取り、人生を豊かにする名作の数々
1,トラブル回避策も不発！SSDを交換したものの…インテルSSD 520をMacに装着 （下）【デジ通】
2,【編集部的映画批評】ラジオから流れる懐かしの名曲と共に蘇る、青春時代の輝かしい記憶
1,加入者は追加料金なしでOK！ WOWOWのスマホ向けオンデマンドサービス【デジ通】
1,auなら月額590円で映画が見放題！新作映画も楽しめる「ビデオパス」が凄い
2,“アジアの歌姫”倉木麻衣、アジアメガヒット映画の主題歌に抜擢
2,JOYが4本腕の怪物姿でエスコート、『ジョン・カーター』ジャパンプレミア開催
1,マイクロソフトの独自タブレット「Surface」の販売体制はどうなる？ 【デジ通】
0,今や自分磨きは社会貢献！？
0,大きくて困ってます─小さく見せたい女の象徴
0,もうおばさんのサイン
1,LINEで新たな価値を提供！LINE公式アカウントに小説コンテンツ「トークノベル」を追加
1,ガガを聴きながら毎朝歯磨き！　レディー・ガガ　シンギングトゥースブラシ独占先行販売
1,毅然とした態度で臨んでいく！グリー田中社長が訴訟の判決にコメント
2,“IQ201で餃子好き”当麻の左手は神か悪魔か
0,お父さんは好きですか？
1,違法ダウンロード刑罰化やRetinaディスプレ搭載MacBook Pro登場まで１週間を振り返る【ITフラッシュバック】
0,“調香師がセレクトした香り”で家事を楽しむ！
2,時代を変えた一冊、『ヘルプ　〜心がつなぐストーリー〜』予告編が解禁
1,メモリ上に残るゴミをすっきり！MS純正メモリー開放ツール【PC快適術】
2,74年の歴史を覆す新たな“スーパーマン”像！『マン・オブ・スティール』ポスター画像＆異例の特報2種一斉解禁
0,独女通信が見た「独女たちの5年の軌跡」Vol.2 〜独女たちの悩みは「タバコ顔」と「男の浮気癖」〜
1,おお！この鍵盤弾けるぞ！Googleロゴがシンセサイザーになっている理由
2,ハリウッド絶賛のコラボ、『M：I』最新作が布袋色に染まる
1,新型iPadの話題で持ち切りだった今週のIT業界【ITフラッシュバック】
0,女子校出身者に違和感を感じる！？
0,変化する結婚観「夫は仕事、妻は家庭に」と考える女性が増加中！？
1,Word書類の余白が空きすぎてカッコ悪いときに調整する方法【知っ得・虎の巻】
1,謎のカウントダウン中！　どうやらNVIDIAが近日中に何かやらかすらしい！
1,ついつい見入っちゃうよね！　航空会社提供の機内食＆ラウンジ食の数々
0,子育ては姉妹や友だちと二人三脚で！？
0,【大堀恵　ヒミツの相談室】無神経な彼氏の妹とどう接したらいい？
2,アカデミー賞有力候補か、映画『J・エドガー（原題）』の日本公開が決定
0,「重たい女」にならないためには？
1,原著作者のクレジットを表示し、ニュース記事の改変をしないことを条件に、記事全文を
0,浮気の証拠を握ったら、さてどうする！？
0,梅村ゆずの結婚どころじゃないんですっ！　Presented by ゆるっとcafe
2,“女子力のバイブル”、映画『ガール』主題歌に西野カナが抜擢
0,好き、守る、育てる「投資」で、利息＋プライスレス
1,Ultrabookユーザー必見！爆速無線LANルーターのレビューアー5名を募集
1,Excel表を書き換えたのに再計算されない!?　を解決する【知っ得！虎の巻】
1,オシャレなページで情報発信！Tumblrのデザインを設定してみよう【知っ得！虎の巻】
0,独女たちがプチ農業にハマる本当の理由とは？
0,【オトナ女子映画部】アラサーアイドルがヒーローに！安っぽさやくだらなさを楽しむ『エイトレンジャー』
2,『冷たい熱帯魚』から『恋の罪』へバトンタッチ！モンスターからモンスターへ受け継がれるどす黒い血
0,恋愛って結局、人間対人間の出来事なんだ!?　 Presented by ゆるっとCafe
2,実際にあった驚きの脱獄事件！　リーアム・ニーソンが脱獄術を語る
0,【オトナ女子のリアルな悩み】母の介護、高齢の父親…独身の自分の人生が心配です
0,「結婚しないの？」という人への対応は
1,ビデオメモリー4GBの意味は？　低価格ながら4GBメモリー搭載のグラボ
0,マラソンシーズン到来……独女たちの“走る理由”とは？
2,【週末映画まとめ読み】長澤まさみの胸元に「たまらん！」の声
1,Firefoxのダウンロードを俄然便利にするアドオンソフト【知っ得！虎の巻】
1,エイプリールフールでもうそはつきません！ITの一週間を振り返る【ITフラッシュバック】
1,金環食で思わぬ経済効果？　太陽に直接カメラを向けて壊した人が続出？
0,独女的映画レビュー vol.4 『幸せのレシピ』
2,イーストウッドを越えるか？ベン・アフレックが贈る極上サスペンス『アルゴ』予告編が解禁
1,MS「SkyDrive」が機能アップ！ クラウドサービスが「総Dropbox化」【デジ通】
1,日本も捨てたもんじゃないですね！孫社長 自然エネの普及活動を強調
1,プレイ可能なGoogleロゴ第四弾！　Googleロゴがスポーツ関連画像に変化第十一弾
2,【編集部的映画批評】常識を覆す、恐るべき“泣けるカンフー映画”の誕生
0,アウトドアやスポーツ時に便利な、携帯保存食作り講座開催
2,香里奈、女子高生100人のガチンコ質問に回答「ラーメンも食べる」
1,3D BIOSにDual UEFI！ギガバイトのIntel 7シリーズ搭載マザー
0,ラジオ体操は「究極のエクササイズ」ってホント？
2,【いちおう妖ヶ劇場】第7話：ダメな奴には真剣に神拳をくらわせるぞの巻
2,クマのぬいぐるみが禁止用語連発！“可愛くて過激”な笑撃映像が話題
1,ハイビジョン録画時代のビデオカセット計画！奥さんに趣味の番組を消されない裏技
0,「生まれ変わったら男と女、どっちになりたい？」Presented by ゆるっとcafe
1,不屈の精神力を持っているか！孫社長の格言的な言葉が話題
1,冷却の匠がゲーミングマウス発表！ ZALMANより同社初のマウスをリリース
